hh_id,hhline,study_site,hhmem_relation_ego,hhmem_age,hhmem_gender,sleep_room_ego,hh_access_to_water,hh_toilet,hh_shared_toilet,hh_electricity,hh_refridgerator,hh_radio,hh_television,type_house,type_floor
HH299,7,2,Sister,3,F,0,4,2,1,0,0,0,0,3,3
HH299,8,2,Cousin,1,F,0,4,2,1,0,0,0,0,3,3
HH300,1,2,Mother,37,F,1,5,2,1,0,0,0,0,3,1
HH300,2,2,Father,31,M,1,5,2,1,0,0,0,0,3,1
HH300,3,2,Sister,18,F,0,5,2,1,0,0,0,0,3,1
HH300,4,2,Sister,15,F,0,5,2,1,0,0,0,0,3,1
HH300,5,2,Sister,13,F,0,5,2,1,0,0,0,0,3,1
HH300,6,2,Brother,9,M,0,5,2,1,0,0,0,0,3,1
HH300,7,2,Brother,1,M,1,5,2,1,0,0,0,0,3,1
HH301,1,2,Mother,45,F,0,5,2,1,0,0,0,0,3,3
HH301,2,2,Father,51,M,0,5,2,1,0,0,0,0,3,3
HH301,3,2,Sister,18,F,1,5,2,1,0,0,0,0,3,3
HH302,1,2,Father,43,M,0,5,2,1,0,0,0,0,3,3
HH302,2,2,Mother,40,F,0,5,2,1,0,0,0,0,3,3
HH302,3,2,Brother,15,M,1,5,2,1,0,0,0,0,3,3
HH302,4,2,Brother,6,M,1,5,2,1,0,0,0,0,3,3
HH303,1,2,Wife,56,F,1,4,2,1,0,0,0,0,3,3
HH303,2,2,Grandchild,11,M,0,4,2,1,0,0,0,0,3,3
HH304,1,2,Mother,26,F,1,5,5, ,0,0,0,0,3,3
HH304,2,2,Father,35,M,1,5,5, ,0,0,0,0,3,3
HH304,3,2,Sister,6,F,0,5,5, ,0,0,0,0,3,3
HH304,4,2,Sister,7,F,0,5,5, ,0,0,0,0,3,3
HH304,5,2,Niece,7,F,0,5,5, ,0,0,0,0,3,3
HH305,1,2,Mother,36,F,0,5,5, ,0,0,0,0,3,3
HH305,2,2,Brother,18,M,0,5,5, ,0,0,0,0,3,3
HH305,3,2,Brother,15,M,0,5,5, ,0,0,0,0,3,3
HH305,4,2,Sister,13,F,1,5,5, ,0,0,0,0,3,3
HH305,5,2,Aunt,12,F,1,5,5, ,0,0,0,0,3,3
HH306,1,2,Sister,5,F,1, , , , , , , , , 
HH306,2,2,Mother,25,F,1, , , , , , , , , 
HH306,3,2,Mother,25,F,1, , , , , , , , , 
HH306,4,2,Sister,5,F,1, , , , , , , , , 
HH306,5,2,Brother,0,M,1, , , , , , , , , 
HH307,1,2,Father,39,M,0,5,1,1,0,0,1,0,3,3
HH307,2,2,Grandmother,74,F,1,5,1,1,0,0,1,0,3,3
HH307,3,2,Niece,15,F,1,5,1,1,0,0,1,0,3,3
HH307,4,2,Brother,11,M,0,5,1,1,0,0,1,0,3,3
HH308,1,2,Mother,57,F,0,5,3,1,0,0,0,0,3,1
HH308,2,2,Uncle,49,M,0,5,3,1,0,0,0,0,3,1
HH308,3,2,Sister,21,F,1,5,3,1,0,0,0,0,3,1
HH308,4,2,Sister,18,F,1,5,3,1,0,0,0,0,3,1
HH308,5,2,Sister,13,F,1,5,3,1,0,0,0,0,3,1
HH309,1,2,Father,64,M,,5,2,1,1,0,1,0,3,3
HH310,1,2,Grandmother,77,F,1,5,2,1,0,0,0,0,3,3
HH311,1,2,Mother,18,F,1,4,3,1,0,0,1,0,2,1
HH311,2,2,Grandmother,44,F,1,4,3,1,0,0,1,0,2,1
HH311,3,2,Aunt,10,F,1,4,3,1,0,0,1,0,2,1
HH311,4,2,Uncle,13,M,1,4,3,1,0,0,1,0,2,1
HH311,5,2,Sister,4,F,1,4,3,1,0,0,1,0,2,1
HH312,1,2,Mother,30,F,1,5,5, ,0,0,0,0,2,1
HH312,2,2,Brother,13,M,1,5,5, ,0,0,0,0,2,1
HH312,3,2,Uncle,19,M,0,5,5, ,0,0,0,0,2,1
HH313,1,2,Mother,33,F,1,5,2,1,0,0,0,0,3,3
HH313,2,2,Sister,10,F,1,5,2,1,0,0,0,0,3,3
HH314,1,2,Mother,42,F,0,5,2,1,0,0,0,0,2,1
HH314,2,2,Sister,14,F,1,5,2,1,0,0,0,0,2,1
HH314,3,2,Sister,9,F,1,5,2,1,0,0,0,0,2,1
HH314,4,2,Not related,15,F,0,5,2,1,0,0,0,0,2,1
HH314,5,2,Aunt,36,F,0,5,2,1,0,0,0,0,2,1
HH314,6,2,Uncle,37,M,0,5,2,1,0,0,0,0,2,1
HH315,1,2,Son,25,M,0,5,2,1,0,0,1,0,3,3
HH315,2,2,Son,23,M,0,5,2,1,0,0,1,0,3,3
HH315,3,2,Son,15,M,0,5,2,1,0,0,1,0,3,3
HH315,4,2,Uncle,11,M,0,5,2,1,0,0,1,0,3,3
HH316,1,2,Grandfather,76,M,0,5,2,1,1,0,1,1,3,3
HH316,2,2,Grandmother,67,F,0,5,2,1,1,0,1,1,3,3
HH316,3,2,other relative,13,F,0,5,2,1,1,0,1,1,3,3
HH316,4,2,Brother,3,M,1,5,2,1,1,0,1,1,3,3
HH316,5,2,Mother,25,F,1,5,2,1,1,0,1,1,3,3
HH316,6,2,Father,50,M,1,5,2,1,1,0,1,1,3,3
HH316,7,2,Daughter-in-law,25,F,0,5,2,1,1,0,1,1,3,3
HH316,8,2,uncle,76,M,0,5,2,1,1,0,1,1,3,3
HH316,9,2,other relative,50,M,0,5,2,1,1,0,1,1,3,3
HH316,10,2,sister,67,F,0,5,2,1,1,0,1,1,3,3
HH316,11,2,nephew,3,M,0,5,2,1,1,0,1,1,3,3
HH316,12,2,niece,0,F,0,5,2,1,1,0,1,1,3,3
HH317,1,2,Grandmother,54,F,1,4,2,1,0,0,0,0,3,3
HH317,2,2,Sister,10,F,0,4,2,1,0,0,0,0,3,3
HH317,3,2,Brother,8,M,1,4,2,1,0,0,0,0,3,3
HH318,1,2,Husband,40,M,1,6,3,1,0,0,1,0,2,1
HH318,2,2,Daughter,13,F,0,6,3,1,0,0,1,0,2,1
HH318,3,2,Son,7,M,0,6,3,1,0,0,1,0,2,1
HH318,4,2,Son,4,M,0,6,3,1,0,0,1,0,2,1
HH318,5,2,Son,1,M,1,6,3,1,0,0,1,0,2,1
HH319,1,2,Mother,52,F,0,5,3,1,0,0,0,0,3,3
HH319,2,2,Niece,5,F,0,5,3,1,0,0,0,0,3,3
HH319,3,2,Husband,29,M,1,5,3,1,0,0,0,0,3,3
HH319,4,2,Aunt,19,F,0,5,3,1,0,0,0,0,3,3
HH319,5,2,Son,5,M,0,5,3,1,0,0,0,0,3,3
HH319,6,2,Son,1,M,0,5,3,1,0,0,0,0,3,3
HH320,1,2,Wife,41,F,1,5,2,1,0,0,1,0,3,3
HH320,2,2,Daughter,18,F,0,5,2,1,0,0,1,0,3,3
HH320,3,2,Son,15,M,0,5,2,1,0,0,1,0,3,3
HH320,4,2,Son,12,M,0,5,2,1,0,0,1,0,3,3
HH321,1,2,Father,56,M,0,5,2,1,0,1,1,1,3,3
HH321,2,2,Mother,43,F,0,5,2,1,0,1,1,1,3,3
HH321,3,2,Daughter-in-law,18,F,0,5,2,1,0,1,1,1,3,3
HH321,4,2,Cousin,8,F,0,5,2,1,0,1,1,1,3,3
HH321,5,2,Sister,0,F,0,5,2,1,0,1,1,1,3,3
HH321,6,2,Mother,18,F,1,5,2,1,0,1,1,1,3,3
HH321,7,2,Grandmother,43,F,0,5,2,1,0,1,1,1,3,3
HH321,8,2,Grandfather,56,M,0,5,2,1,0,1,1,1,3,3
HH321,9,2,Aunt,19,F,0,5,2,1,0,1,1,1,3,3
HH321,10,2,Nephew,9,M,0,5,2,1,0,1,1,1,3,3
HH322,1,2,Father,58,M,0,5,2,1,0,0,1,0,3,3
HH322,2,2,Mother,51,F,0,5,2,1,0,0,1,0,3,3
HH322,3,2,Sister,12,F,1,5,2,1,0,0,1,0,3,3
HH322,4,2,Daughter,11,F,1,5,2,1,0,0,1,0,3,3
HH322,5,2,Aunt,13,F,1,5,2,1,0,0,1,0,3,3
HH323,1,2,Father,43,M,1,5,2,1,0,0,1,0,3,3
HH323,2,2,Mother,37,F,1,5,2,1,0,0,1,0,3,3
HH323,3,2,Brother,16,M,0,5,2,1,0,0,1,0,3,3
HH323,4,2,Brother,13,M,0,5,2,1,0,0,1,0,3,3
HH323,5,2,Sister,9,F,0,5,2,1,0,0,1,0,3,3
HH323,6,2,Sister,3,F,1,5,2,1,0,0,1,0,3,3
HH324,1,2,Grandmother,2,F,1,5,2,1,1,0,0,1,3,3
HH324,2,2,Uncle,22,M,0,5,2,1,1,0,0,1,3,3
HH324,3,2,Nephew,10,M,0,5,2,1,1,0,0,1,3,3
HH324,4,2,Niece,9,F,0,5,2,1,1,0,0,1,3,3
HH324,5,2,Nephew,9,M,0,5,2,1,1,0,0,1,3,3
HH324,6,2,Niece,8,F,0,5,2,1,1,0,0,1,3,3
HH324,7,2,Niece,4,F,0,5,2,1,1,0,0,1,3,3
HH324,8,2,Niece,3,F,0,5,2,1,1,0,0,1,3,3
HH325,1,2,Brother,9,M,0,6,5, ,0,0,0,0,2,1
HH325,2,2,Sister,6,F,0,6,5, ,0,0,0,0,2,1
HH325,3,2,Brother,7,M,0,6,5, ,0,0,0,0,2,1
HH325,4,2,Father,,M,1,6,5, ,0,0,0,0,2,1
HH325,5,2,Mother,32,F,1,6,5, ,0,0,0,0,2,1
HH326,1,2,Daughter,18,F,1,5,2,1,0,0,0,0,3,3
HH326,2,2,Son,14,M,0,5,2,1,0,0,0,0,3,3
HH327,1,2,Mother,36,F,0,4,2,1,0,0,1,1,3,3
HH327,2,2,Father,41,M,0,4,2,1,0,0,1,1,3,3
HH327,3,2,Sister,13,F,0,4,2,1,0,0,1,1,3,3
HH327,4,2,Brother,8,M,1,4,2,1,0,0,1,1,3,3
HH327,5,2,Brother,3,M,0,4,2,1,0,0,1,1,3,3
HH328,1,2,Mother,41,F,0,5,3,1,0,0,0,0,2,1
HH328,2,2,Aunt,13,F,0,5,3,1,0,0,0,0,2,1
HH329,1,2,Father,38,M,0,5,2,1,0,0,0,0,2,1
HH329,2,2,Mother,37,F,0,5,2,1,0,0,0,0,2,1
HH329,3,2,Sister,11,F,1,5,2,1,0,0,0,0,2,1
HH329,4,2,Brother,10,M,1,5,2,1,0,0,0,0,2,1
HH329,5,2,Sister,1,F,0,5,2,1,0,0,0,0,2,1
HH329,6,2,Brother,1,M,0,5,2,1,0,0,0,0,2,1
HH330,1,2,Father,64,M,1,4,2,1,0,0,1,0,3,3
HH330,2,2,Mother,40,F,1,4,2,1,0,0,1,0,3,3
HH330,3,2,Sister,13,F,0,4,2,1,0,0,1,0,3,3
HH330,4,2,Brother,15,M,0,4,2,1,0,0,1,0,3,3
HH331,1,2,Grandfather,69,M,0,4,2,1,0,0,0,0,3,3
HH331,2,2,Mother,61,F,0,4,2,1,0,0,0,0,3,3
HH331,3,2,Aunt,25,F,0,4,2,1,0,0,0,0,3,3
HH331,4,2,Uncle,23,M,0,4,2,1,0,0,0,0,3,3
HH331,5,2,Aunt,26,F,0,4,2,1,0,0,0,0,3,3
HH331,6,2,Sister,15,F,1,4,2,1,0,0,0,0,3,3
HH331,7,2,Sister,12,F,1,4,2,1,0,0,0,0,3,3
HH331,8,2,Sister,9,F,1,4,2,1,0,0,0,0,3,3
HH331,9,2,Sister,5,F,1,4,2,1,0,0,0,0,3,3
HH332,1,2,Mother,33,F,0,5,2,1,0,0,0,0,2,1
HH332,2,2,Brother,12,M,1,5,2,1,0,0,0,0,2,1
HH332,3,2,Sister,12,F,0,5,2,1,0,0,0,0,2,1
HH333,1,2,Father,38,M,0,4,2,1,0,0,0,0,2,3
HH333,2,2,Mother,31,F,0,4,2,1,0,0,0,0,2,3
HH333,3,2,Brother,9,M,1,4,2,1,0,0,0,0,2,3
HH333,4,2,Sister,4,F,1,4,2,1,0,0,0,0,2,3
HH334,1,2,Mother,54,F,0,5,2,1,0,0,1,1,3,3
HH334,2,2,Father,58,M,0,5,2,1,0,0,1,1,3,3
HH334,3,2,Nephew,11,M,1,5,2,1,0,0,1,1,3,3
HH334,4,2,Sister,20,F,0,5,2,1,0,0,1,1,3,3
HH335,1,2,Husband,40,M,1, , , , , , , , , 
HH335,2,2,Son,14,M,0, , , , , , , , , 
HH335,3,2,Daughter,10,F,1, , , , , , , , , 
HH335,4,2,Daughter,4,F,1, , , , , , , , , 
HH335,5,2,Daughter,2,F,1, , , , , , , , , 
HH335,6,2,Father,39,M,1, , , , , , , , , 
HH335,7,2,Mother,24,F,1, , , , , , , , , 
HH335,8,2,Aunt,35,F,0, , , , , , , , , 
HH335,9,2,Brother,13,M,0, , , , , , , , , 
HH335,10,2,Sister,9,F,0, , , , , , , , , 
HH335,11,2,Brother,7,M,0, , , , , , , , , 
HH335,12,2,Sister,4,F,0, , , , , , , , , 
HH335,13,2,Sister,2,F,0, , , , , , , , , 
HH335,14,2,Sister,2,F,1, , , , , , , , , 
HH336,1,2,Father,37,M,1,4,3,1,0,0,1,0,3,1
HH336,2,2,Mother,33,F,1,4,3,1,0,0,1,0,3,1
HH336,3,2,Brother,14,M,0,4,3,1,0,0,1,0,3,1
HH336,4,2,Brother,12,M,0,4,3,1,0,0,1,0,3,1
HH336,5,2,Sister,4,F,1,4,3,1,0,0,1,0,3,1
HH337,1,2,Father,,M,0,4,2,1,0,0,0,1,3,3
HH337,2,2,Mother,,F,0,4,2,1,0,0,0,1,3,3
HH337,3,2,Sister,15,F,1,4,2,1,0,0,0,1,3,3
HH337,4,2,Brother,13,M,0,4,2,1,0,0,0,1,3,3
HH337,5,2,Brother,10,M,0,4,2,1,0,0,0,1,3,3
HH337,6,2,Brother,8,M,0,4,2,1,0,0,0,1,3,3
HH337,7,2,Sister,2,F,1,4,2,1,0,0,0,1,3,3
HH337,8,2,Son,4,M,0,4,2,1,0,0,0,1,3,3
HH337,9,2,Sister,5,F,1,4,2,1,0,0,0,1,3,3
HH337,10,2,Son,3,M,0,4,2,1,0,0,0,1,3,3
HH338,1,2,Husband,36,M,1,5,2,1,0,0,0,0,3,1
HH338,2,2,Daughter,12,F,0,5,2,1,0,0,0,0,3,1
HH338,3,2,Son,2,M,1,5,2,1,0,0,0,0,3,1
HH338,4,2,Son,13,M,0,5,2,1,0,0,0,0,3,1
HH339,1,2,Grandfather,64,M,0,4,2,1,0,0,1,0,3,3
HH339,2,2,Grandmother,52,F,0,4,2,1,0,0,1,0,3,3
HH339,3,2,Sister,13,F,0,4,2,1,0,0,1,0,3,3
HH339,4,2,Brother,10,M,1,4,2,1,0,0,1,0,3,3
HH340,1,2,Grandfather,77,M,0,5,2,1,1,0,1,0,3,3
HH340,2,2,Grandmother,65,F,0,5,2,1,1,0,1,0,3,3
HH340,3,2,Aunt,45,F,1,5,2,1,1,0,1,0,3,3
HH340,4,2,Brother,12,M,1,5,2,1,1,0,1,0,3,3
HH341,1,2,Grandmother,38,F,1,5,3,1,0,0,1,0,3,3
HH341,2,2,Mother,14,F,1,5,3,1,0,0,1,0,3,3
HH342,1,2,Husband,34,M,1,6,5, ,0,0,0,0,2,3
HH342,2,2,Uncle,24,M,0,6,5, ,0,0,0,0,2,3
HH342,3,2,Son,4,M,1,6,5, ,0,0,0,0,2,3
HH342,4,2,Son,0,M,1,6,5, ,0,0,0,0,2,3
HH342,5,2,Father,34,M,1,6,5, ,0,0,0,0,2,3
HH342,6,2,Mother,23,F,1,6,5, ,0,0,0,0,2,3
HH342,7,2,Uncle,24,M,0,6,5, ,0,0,0,0,2,3
HH342,8,2,Brother,4,M,1,6,5, ,0,0,0,0,2,3
HH343,1,2,Husband,33,M,1,6,2,1,0,0,1,0,3,3
HH343,2,2,Son,11,M,0,6,2,1,0,0,1,0,3,3
HH343,3,2,Daughter,9,F,0,6,2,1,0,0,1,0,3,3
HH343,4,2,Daughter,4,F,1,6,2,1,0,0,1,0,3,3
HH344,1,2,Mother,17,F,1,5,5, ,0,0,1,0,2,1
HH344,2,2,Daughter,0,F,1,5,5, ,0,0,1,0,2,1
HH345,1,2,Husband,32,M,1,5,2,1,0,0,1,0,3,3
HH345,2,2,Daughter,4,F,1,5,2,1,0,0,1,0,3,3
HH346,1,2,Son,15,M,0,5,2,1,0,0,0,0,3,3
HH346,2,2,Brother,27,M,0,5,2,1,0,0,0,0,3,3
HH347,1,2,Father,37,M,1,5,3,1,0,0,0,0,3,3
HH347,2,2,Mother,37,F,1,5,3,1,0,0,0,0,3,3
HH347,3,2,Sister,18,F,0,5,3,1,0,0,0,0,3,3
HH347,4,2,Sister,14,F,0,5,3,1,0,0,0,0,3,3
HH347,5,2,Brother,9,M,0,5,3,1,0,0,0,0,3,3
HH348,1,2,Grandfather,47,M,1,5,2,3,1,1,1,1,3,3
HH348,2,2,Grandmother,45,F,1,5,2,3,1,1,1,1,3,3
HH348,3,2,Brother,1,M,1,5,2,3,1,1,1,1,3,3
HH348,4,2,Sister,9,F,1,5,2,3,1,1,1,1,3,3
HH348,5,2,Mother,26,F,0,5,2,3,1,1,1,1,3,3
HH349,1,2,Grandfather,75,M,0, , , , , , , , , 
HH349,2,2,Grandmother,73,F,0, , , , , , , , , 
HH349,3,2,Brother,12,M,0, , , , , , , , , 
HH349,4,2,Brother,17,M,0, , , , , , , , , 
HH349,5,2,Other relative,96,F,0, , , , , , , , , 
HH350,1,2,Niece,16,F,1,5,2,1,0,0,0,0,3,1
HH351,1,2,Mother,45,F,0,5,2,1,0,0,0,0,3,3
HH351,2,2,Brother,10,M,1,5,2,1,0,0,0,0,3,3
HH351,3,2,Brother,1,M,0,5,2,1,0,0,0,0,3,3
HH352,1,2,Mother,23,F,1, , , , , , , , , 
HH352,2,2,Sister,11,F,0, , , , , , , , , 
HH352,3,2,Brother,2,M,1, , , , , , , , , 
HH353,1,2,Mother,33,F,1,5,2,1,1,0,1,1,3,3
HH353,2,2,Sister,12,F,1,5,2,1,1,0,1,1,3,3
HH354,1,2,Mother,30,F,1,5,2,1,0,0,0,0,3,3
HH354,2,2,Grandfather,73,M,0,5,2,1,0,0,0,0,3,3
HH354,3,2,Grandmother,65,F,0,5,2,1,0,0,0,0,3,3
HH354,4,2,Mother-in-law,25,F,1,5,2,1,0,0,0,0,3,3
HH354,5,2,Brother,6,M,1,5,2,1,0,0,0,0,3,3
HH354,6,2,Brother,4,M,1,5,2,1,0,0,0,0,3,3
HH354,7,2,Sister,3,F,0,5,2,1,0,0,0,0,3,3
HH356,1,2,Grandmother,56,F,0,5,3,1,0,0,1,0,2,1
HH356,2,2,Aunt,38,F,0,5,3,1,0,0,1,0,2,1
HH356,3,2,Other relative,23,M,1,5,3,1,0,0,1,0,2,1
HH356,4,2,Other relative,17,M,1,5,3,1,0,0,1,0,2,1
HH356,5,2,Sister,11,F,0,5,3,1,0,0,1,0,2,1
HH356,6,2,Sister,7,F,0,5,3,1,0,0,1,0,2,1
HH356,7,2,Uncle,9,M,1,5,3,1,0,0,1,0,2,1
HH357,1,2,Mother,41,F,0, , , , , , , , , 
HH357,2,2,Father,73,M,0, , , , , , , , , 
HH357,3,2,Brother,13,M,1, , , , , , , , , 
HH357,4,2,Brother,12,M,1, , , , , , , , , 
HH357,5,2,Nephew,10,M,1, , , , , , , , , 
HH358,1,2,Mother,20,F,1,5,3,2,0,0,0,0,2,1
HH358,2,2,Father,28,M,1,5,3,2,0,0,0,0,2,1
HH358,3,2,Sister,4,F,1,5,3,2,0,0,0,0,2,1
HH359,1,2,Husband,29,M,1,5,2,1,1,0,1,1,3,3
HH359,2,2,Son,4,M,0,5,2,1,1,0,1,1,3,3
HH359,3,2,Son,2,M,1,5,2,1,1,0,1,1,3,3
HH360,1,2,Mother,54,F,0,5,2,1,0,0,0,0,3,3
HH360,2,2,Father,75,M,0,5,2,1,0,0,0,0,3,3
HH360,3,2,Sister,19,F,0,5,2,1,0,0,0,0,3,3
HH360,4,2,Niece,21,F,0,5,2,1,0,0,0,0,3,3
HH360,5,2,Son,3,M,1,5,2,1,0,0,0,0,3,3
HH360,6,2,Son,4,M,1,5,2,1,0,0,0,0,3,3
HH361,1,2,Grandmother,66,F,1,2,2,1,0,0,0,0,3,3
HH361,2,2,Brother,11,M,1,2,2,1,0,0,0,0,3,3
HH362,1,2,Husband,41,M,1,3,2,1,0,0,0,0,3,3
HH362,2,2,Son,13,M,0,3,2,1,0,0,0,0,3,3
HH362,3,2,Daughter,8,F,0,3,2,1,0,0,0,0,3,3
HH362,4,2,Son,4,M,0,3,2,1,0,0,0,0,3,3
HH362,5,2,Daughter,0,F,1,3,2,1,0,0,0,0,3,3
HH362,6,2,Daughter,0,F,1,3,2,1,0,0,0,0,3,3
HH363,1,2,Husband,30,M,1,5,2,1,0,0,0,0,3,3
HH363,2,2,Son,8,M,0,5,2,1,0,0,0,0,3,3
HH363,3,2,Daughter,1,F,1,5,2,1,0,0,0,0,3,3
HH363,4,2,Brother,12,M,0,5,2,1,0,0,0,0,3,3
HH364,1,2,Mother,21,F,1, , , , , , , , , 
HH364,2,2,Father,26,M,1, , , , , , , , , 
HH364,3,2,Grandfather,57,M,0, , , , , , , , , 
HH364,4,2,Grandmother,49,F,0, , , , , , , , , 
HH364,5,2,Aunt,18,F,0, , , , , , , , , 
HH364,6,2,Aunt,18,F,0, , , , , , , , , 
HH364,7,2,Aunt,11,F,0, , , , , , , , , 
HH364,8,2,Uncle,16,M,0, , , , , , , , , 
HH364,9,2,other relative,5,M,0, , , , , , , , , 
HH365,1,2,Daughter,21,F,1,6,3,1,0,0,0,0,3,3
HH365,2,2,Son,19,M,0,6,3,1,0,0,0,0,3,3
HH365,3,2,Daughter,16,F,1,6,3,1,0,0,0,0,3,3
HH366,1,2,Aunt,50,F,0,2,2,1,1,1,1,1,3,3
HH366,2,2,Uncle,59,M,0,2,2,1,1,1,1,1,3,3
HH366,3,2,Aunt,24,F,0,2,2,1,1,1,1,1,3,3
HH366,4,2,Brother,24,M,1,2,2,1,1,1,1,1,3,3
HH366,5,2,Aunt,9,F,0,2,2,1,1,1,1,1,3,3
HH366,6,2,Niece,17,F,0,2,2,1,1,1,1,1,3,3
HH366,7,2,Nephew,0,M,0,2,2,1,1,1,1,1,3,3
HH366,8,2,Sister,16,F,0,2,2,1,1,1,1,1,3,3
HH366,9,2,Sister,21,F,0,2,2,1,1,1,1,1,3,3
HH366,10,2,Mother,17,F,1,2,2,1,1,1,1,1,3,3
HH366,11,2,Grandfather,59,M,0,2,2,1,1,1,1,1,3,3
HH366,12,2,Grandmother,50,F,0,2,2,1,1,1,1,1,3,3
HH366,13,2,other relative,24,F,0,2,2,1,1,1,1,1,3,3
HH366,14,2,Uncle,24,M,0,2,2,1,1,1,1,1,3,3
HH366,15,2,Uncle,25,M,0,2,2,1,1,1,1,1,3,3
HH366,16,2,Aunt,21,F,0,2,2,1,1,1,1,1,3,3
HH366,17,2,Aunt,17,F,0,2,2,1,1,1,1,1,3,3
HH366,18,2,Aunt,9,F,0,2,2,1,1,1,1,1,3,3
HH366,19,2,Aunt,3,F,0,2,2,1,1,1,1,1,3,3
HH367,1,2,Nephew,12,M,0,5,2,1,1,0,0,1,3,3
HH367,2,2,Grandchild,8,M,0,5,2,1,1,0,0,1,3,3
HH367,3,2,Grandchild,6,M,1,5,2,1,1,0,0,1,3,3
HH367,4,2,Mother,74,F,0,5,2,1,1,0,0,1,3,3
HH367,5,2,Daughter,20,F,1,5,2,1,1,0,0,1,3,3
HH368,1,2,Mother,26,F,0,5,2,1,0,0,0,0,2,1
HH368,2,2,Sister,1,F,0,5,2,1,0,0,0,0,2,1
HH368,3,2,Brother,5,M,1,5,2,1,0,0,0,0,2,1
HH369,1,2,Mother,65,F,0,10,5, ,0,0,0,0,2,1
HH369,2,2,Niece,15,F,0,10,5, ,0,0,0,0,2,1
HH369,3,2,Niece,10,F,0,10,5, ,0,0,0,0,2,1
HH369,4,2,Nephew,3,M,0,10,5, ,0,0,0,0,2,1
HH369,5,2,Nephew,3,M,0,10,5, ,0,0,0,0,2,1
HH369,6,2,Daughter,5,F,1,10,5, ,0,0,0,0,2,1
HH369,7,2,Grandmother,65,F,0,10,5, ,0,0,0,0,2,1
HH369,8,2,Father,32,M,1,10,5, ,0,0,0,0,2,1
HH369,9,2,Niece,15,F,0,10,5, ,0,0,0,0,2,1
HH369,10,2,Cousin,10,F,0,10,5, ,0,0,0,0,2,1
HH369,11,2,Cousin,5,F,0,10,5, ,0,0,0,0,2,1
HH369,12,2,Cousin,3,M,0,10,5, ,0,0,0,0,2,1
HH369,13,2,Cousin,3,M,0,10,5, ,0,0,0,0,2,1
HH370,1,2,Grandfather,74,M,1,2,2,1,0,0,0,0,3,3
HH370,2,2,Grandmother,62,F,1,2,2,1,0,0,0,0,3,3
HH370,3,2,Son,16,M,0,2,2,1,0,0,0,0,3,3
HH370,4,2,Daughter,20,F,0,2,2,1,0,0,0,0,3,3
HH371,1,2,Mother,55,F,1,4,2,1,0,0,1,1,3,3
HH371,2,2,Sister,32,F,1,4,2,1,0,0,1,1,3,3
HH372,1,2,Mother-in-law,57,F,0, , , , , , , , , 
HH372,2,2,Father-in-law,64,M,0, , , , , , , , , 
HH372,3,2,Husband,30,M,1, , , , , , , , , 
HH372,4,2,Aunt,19,F,0, , , , , , , , , 
HH372,5,2,Aunt,16,F,0, , , , , , , , , 
HH372,6,2,Uncle,12,M,0, , , , , , , , , 
HH372,7,2,Uncle,9,M,0, , , , , , , , , 
HH372,8,2,Nephew,7,M,0, , , , , , , , , 
HH372,9,2,Daughter,4,F,1, , , , , , , , , 
HH373,1,2,Mother-in-law,76,F,0,2,2,1,0,0,0,0,3,3
HH373,2,2,Niece,13,F,0,2,2,1,0,0,0,0,3,3
HH373,3,2,Grandchild,4,F,1,2,2,1,0,0,0,0,3,3
HH374,1,2,Mother,28,F,1,2,5, ,0,0,0,0,2,3
HH374,2,2,Brother,10,M,1,2,5, ,0,0,0,0,2,3
HH374,3,2,Father,30,M,1,2,5, ,0,0,0,0,2,3
HH375,1,2,Father,42,M,0,5,2,1,0,0,0,0,2,1
HH375,2,2,Mother,28,F,0,5,2,1,0,0,0,0,2,1
HH375,3,2,Sister,12,F,1,5,2,1,0,0,0,0,2,1
HH375,4,2,Brother,5,M,1,5,2,1,0,0,0,0,2,1
HH376,1,2,Mother,34,F,0,10,5, ,0,0,0,0,3,3
HH376,2,2,Grandmother,73,F,0,10,5, ,0,0,0,0,3,3
HH376,3,2,Uncle,30,M,0,10,5, ,0,0,0,0,3,3
HH376,4,2,Brother,12,M,1,10,5, ,0,0,0,0,3,3
HH376,5,2,Sister,2,F,0,10,5, ,0,0,0,0,3,3
HH377,1,2,Father,52,M,0,5,2,1,0,0,0,1,3,3
HH377,2,2,Mother,40,F,0,5,2,1,0,0,0,1,3,3
HH377,3,2,Brother,13,M,1,5,2,1,0,0,0,1,3,3
HH378,1,2,Mother,58,F,0,2,2,1,0,0,1,1,3,3
HH378,2,2,Brother,21,M,0,2,2,1,0,0,1,1,3,3
HH378,3,2,Brother,17,M,0,2,2,1,0,0,1,1,3,3
HH378,4,2,Daughter,11,F,0,2,2,1,0,0,1,1,3,3
HH378,5,2,Daughter,8,F,0,2,2,1,0,0,1,1,3,3
HH378,6,2,Niece,10,F,0,2,2,1,0,0,1,1,3,3
HH378,7,2,Nephew,9,M,0,2,2,1,0,0,1,1,3,3
HH379,1,2,Mother,26,F,1,5,2,1,0,0,1,0,3,3
HH379,2,2,Father,43,M,1,5,2,1,0,0,1,0,3,3
HH379,3,2,Sister,4,F,0,5,2,1,0,0,1,0,3,3
HH379,4,2,Sister,8,F,0,5,2,1,0,0,1,0,3,3
HH380,1,2,Daughter,8,F,1,5,5, ,0,0,0,0,3,3
HH380,2,2,Daughter,2,F,1,5,5, ,0,0,0,0,3,3
