hh_id,hhline,hh_member_id,study_site,hhmem_relation_ego,hhmem_age,hhmem_gender,sleep_room_ego,hh_access_to_water,hh_toilet,hh_shared_toilet,hh_electricity,hh_refridgerator,hh_radio,hh_television,type_house,type_floor
HH592,1,HH592_1,1,Mother,34,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH592,2,HH592_2,1,Sister,15,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH592,3,HH592_3,1,Brother,14,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH592,4,HH592_4,1,Sister,7,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH592,5,HH592_5,1,Sister,2,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH593,1,HH593_1,1,Brother,20,M,1,5,2,1,0,0,1,1,3,3
HH593,2,HH593_2,1,Mother,NA,F,0,5,2,1,0,0,1,1,3,3
HH593,3,HH593_3,1,Aunt,NA,F,0,5,2,1,0,0,1,1,3,3
HH593,4,HH593_4,1,Nephew,NA,M,0,5,2,1,0,0,1,1,3,3
HH594,1,HH594_1,1,Grandmother,67,F,0,5,2,1,0,0,0,0,3,3
HH595,1,HH595_1,1,Grandmother,63,F,0,5,2,1,0,0,1,0,3,3
HH595,2,HH595_2,1,Grandfather,78,M,0,5,2,1,0,0,1,0,3,3
HH595,3,HH595_3,1,Brother,4,M,0,5,2,1,0,0,1,0,3,3
HH595,4,HH595_4,1,Aunt,30,F,1,5,2,1,0,0,1,0,3,3
HH595,5,HH595_5,1,Brother,2,M,1,5,2,1,0,0,1,0,3,3
HH596,1,HH596_1,1,Mother,27,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH596,2,HH596_2,1,Father,29,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH596,3,HH596_3,1,Brother,5,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH596,4,HH596_4,1,Brother,2,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH597,1,HH597_1,1,Grandchild,13,M,0,5,2,1,0,0,0,0,3,3
HH597,2,HH597_2,1,Grandchild,8,F,1,5,2,1,0,0,0,0,3,3
HH597,3,HH597_3,1,Husband,66,M,1,5,2,1,0,0,0,0,3,3
HH597,4,HH597_4,1,Daughter,15,F,1,5,2,1,0,0,0,0,3,3
HH597,5,HH597_5,1,Aunt,70,F,0,5,2,1,0,0,0,0,3,3
HH598,1,HH598_1,1,Husband,51,M,1,5,3,1,0,0,1,0,3,3
HH598,2,HH598_2,1,Daughter,15,F,0,5,3,1,0,0,1,0,3,3
HH599,1,HH599_1,1,Husband,41,M,1,5,2,1,0,0,0,0,3,3
HH599,2,HH599_2,1,Son,18,M,0,5,2,1,0,0,0,0,3,3
HH599,3,HH599_3,1,Daughter,15,F,0,5,2,1,0,0,0,0,3,3
HH599,4,HH599_4,1,Daughter,12,F,0,5,2,1,0,0,0,0,3,3
HH599,5,HH599_5,1,Daughter,9,F,0,5,2,1,0,0,0,0,3,3
HH599,6,HH599_6,1,Daughter,4,F,1,5,2,1,0,0,0,0,3,3
HH599,7,HH599_7,1,Nephew,10,M,0,5,2,1,0,0,0,0,3,3
HH599,8,HH599_8,1,Grandmother,63,F,0,5,2,1,0,0,0,0,3,3
HH600,1,HH600_1,1,Grandchild,38,F,0,5,2,1,0,0,1,1,3,3
HH601,1,HH601_1,1,Mother,64,F,0,4,2,1,0,0,1,0,3,3
HH601,2,HH601_2,1,Nephew,7,M,1,4,2,1,0,0,1,0,3,3
HH602,1,HH602_1,1,Mother,35,F,1,5,2,1,0,0,0,0,2,3
HH602,2,HH602_2,1,Father,39,M,1,5,2,1,0,0,0,0,2,3
HH602,3,HH602_3,1,Sister,6,F,1,5,2,1,0,0,0,0,2,3
HH603,1,HH603_1,1,Daughter,16,F,0,5,2,1,0,0,0,0,3,3
HH603,2,HH603_2,1,Daughter,11,F,0,5,2,1,0,0,0,0,3,3
HH603,3,HH603_3,1,Daughter,7,F,0,5,2,1,0,0,0,0,3,3
HH603,4,HH603_4,1,Wife,41,F,1,5,2,1,0,0,0,0,3,3
HH604,1,HH604_1,1,Mother,32,F,1,5,2,1,0,0,1,0,2,3
HH604,2,HH604_2,1,Father,35,M,1,5,2,1,0,0,1,0,2,3
HH604,3,HH604_3,1,Brother,12,M,0,5,2,1,0,0,1,0,2,3
HH604,4,HH604_4,1,Brother,7,M,0,5,2,1,0,0,1,0,2,3
HH604,5,HH604_5,1,Sister,13,F,0,5,2,1,0,0,1,0,2,3
HH605,1,HH605_1,1,Grandfather,73,M,1,4,2,1,0,0,1,0,3,3
HH605,2,HH605_2,1,Grandmother,68,F,1,4,2,1,0,0,1,0,3,3
HH605,3,HH605_3,1,Uncle,28,M,0,4,2,1,0,0,1,0,3,3
HH605,4,HH605_4,1,Cousin,1,M,0,4,2,1,0,0,1,0,3,3
HH605,5,HH605_5,1,Aunt,26,F,1,4,2,1,0,0,1,0,3,3
HH606,1,HH606_1,1,Mother,47,F,1,5,2,1,0,0,0,0,3,3
HH606,2,HH606_2,1,Sister,19,F,0,5,2,1,0,0,0,0,3,3
HH606,3,HH606_3,1,Sister,10,F,0,5,2,1,0,0,0,0,3,3
HH607,1,HH607_1,1,Mother,45,F,1,5,2,1,0,0,0,1,3,3
HH607,2,HH607_2,1,Brother,25,M,0,5,2,1,0,0,0,1,3,3
HH607,3,HH607_3,1,Sister,20,F,1,5,2,1,0,0,0,1,3,3
HH607,4,HH607_4,1,Brother,23,M,0,5,2,1,0,0,0,1,3,3
HH607,5,HH607_5,1,Brother,11,M,0,5,2,1,0,0,0,1,3,3
HH608,1,HH608_1,1,Mother,41,F,1,5,2,1,0,0,1,0,3,3
HH608,2,HH608_2,1,Father,44,M,1,5,2,1,0,0,1,0,3,3
HH608,3,HH608_3,1,Brother,13,M,0,5,2,1,0,0,1,0,3,3
HH609,1,HH609_1,1,Father,NA,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH609,2,HH609_2,1,Mother,25,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH609,3,HH609_3,1,Brother,7,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH610,1,HH610_1,1,Mother,25,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH610,2,HH610_2,1,Grandmother,65,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH610,3,HH610_3,1,Aunt,27,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH610,4,HH610_4,1,Sister,5,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH610,5,HH610_5,1,Cousin,4,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH610,6,HH610_6,1,Aunt,29,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH610,7,HH610_7,1,Cousin,4,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH611,1,HH611_1,1,Father,45,M,0,5,5,NA,0,0,0,0,3,3
HH611,2,HH611_2,1,Mother,41,F,0,5,5,NA,0,0,0,0,3,3
HH611,3,HH611_3,1,Nephew,33,M,0,5,5,NA,0,0,0,0,3,3
HH611,4,HH611_4,1,Daughter-in-law,29,F,0,5,5,NA,0,0,0,0,3,3
HH611,5,HH611_5,1,Cousin,19,F,0,5,5,NA,0,0,0,0,3,3
HH611,6,HH611_6,1,Brother,14,M,1,5,5,NA,0,0,0,0,3,3
HH611,7,HH611_7,1,Sister,9,F,1,5,5,NA,0,0,0,0,3,3
HH612,1,HH612_1,1,Mother,33,F,0,5,2,1,0,0,0,0,3,3
HH612,2,HH612_2,1,Sister,17,F,1,5,2,1,0,0,0,0,3,3
HH613,1,HH613_1,1,Husband,37,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH613,2,HH613_2,1,Son,0,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH613,3,HH613_3,1,Mother-in-law,63,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH613,4,HH613_4,1,Father,37,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH613,5,HH613_5,1,Mother,23,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH613,6,HH613_6,1,Grandmother,63,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH614,1,HH614_1,1,Mother,38,F,1,5,2,1,0,0,0,0,2,3
HH614,2,HH614_2,1,Brother,7,M,1,5,2,1,0,0,0,0,2,3
HH614,3,HH614_3,1,Sister,11,F,1,5,2,1,0,0,0,0,2,3
HH615,1,HH615_1,1,Father,40,M,0,1,2,1,0,0,0,0,3,3
HH615,2,HH615_2,1,Mother,37,F,0,1,2,1,0,0,0,0,3,3
HH615,3,HH615_3,1,Sister,1,F,0,1,2,1,0,0,0,0,3,3
HH615,4,HH615_4,1,Brother,7,M,0,1,2,1,0,0,0,0,3,3
HH616,1,HH616_1,1,Mother,63,F,0,4,2,2,0,0,1,1,3,3
HH616,2,HH616_2,1,Father,68,M,0,4,2,2,0,0,1,1,3,3
HH616,3,HH616_3,1,Niece,20,F,0,4,2,2,0,0,1,1,3,3
HH617,1,HH617_1,1,Father,56,M,0,4,2,1,0,0,0,0,3,3
HH617,2,HH617_2,1,Mother,48,F,0,4,2,1,0,0,0,0,3,3
HH617,3,HH617_3,1,Brother,15,M,1,4,2,1,0,0,0,0,3,3
HH617,4,HH617_4,1,Grandfather,94,M,0,4,2,1,0,0,0,0,3,3
HH618,1,HH618_1,1,Father,27,M,1,5,2,1,0,0,0,0,3,3
HH618,2,HH618_2,1,Mother,27,F,1,5,2,1,0,0,0,0,3,3
HH619,1,HH619_1,1,Mother,NA,F,0,5,2,1,0,0,0,0,3,3
HH619,2,HH619_2,1,Mother-in-law,5,F,0,5,2,1,0,0,0,0,3,3
HH620,1,HH620_1,1,Niece,19,F,1,5,3,1,0,0,0,0,2,3
HH621,1,HH621_1,1,Father,47,M,1,5,3,1,0,0,1,0,3,1
HH621,2,HH621_2,1,Nephew,19,M,0,5,3,1,0,0,1,0,3,1
HH621,3,HH621_3,1,Niece,4,F,0,5,3,1,0,0,1,0,3,1
HH621,4,HH621_4,1,Son,17,M,0,5,3,1,0,0,1,0,3,1
HH621,5,HH621_5,1,Daughter,14,F,0,5,3,1,0,0,1,0,3,1
HH622,1,HH622_1,1,Mother,33,F,1,5,3,1,1,1,1,1,3,3
HH622,2,HH622_2,1,Father,45,M,1,5,3,1,1,1,1,1,3,3
HH622,3,HH622_3,1,Sister,13,F,0,5,3,1,1,1,1,1,3,3
HH622,4,HH622_4,1,Brother,10,M,0,5,3,1,1,1,1,1,3,3
HH623,1,HH623_1,1,Uncle,21,M,1,5,2,1,0,0,0,0,3,3
HH623,2,HH623_2,1,Brother,19,M,0,5,2,1,0,0,0,0,3,3
HH623,3,HH623_3,1,Brother,10,M,1,5,2,1,0,0,0,0,3,3
HH624,1,HH624_1,1,Father,73,M,0,6,2,1,0,0,0,0,3,3
HH624,2,HH624_2,1,Mother,64,F,0,6,2,1,0,0,0,0,3,3
HH625,1,HH625_1,1,Aunt,34,F,1,5,2,1,0,0,1,0,3,3
HH625,2,HH625_2,1,Grandmother,62,F,1,5,2,1,0,0,1,0,3,3
HH625,3,HH625_3,1,Brother,11,M,0,5,2,1,0,0,1,0,3,3
HH625,4,HH625_4,1,Sister,12,F,0,5,2,1,0,0,1,0,3,3
HH626,1,HH626_1,1,Husband,42,M,1,5,2,1,1,0,0,0,3,3
HH626,2,HH626_2,1,Daughter,13,F,0,5,2,1,1,0,0,0,3,3
HH626,3,HH626_3,1,Son,9,M,0,5,2,1,1,0,0,0,3,3
HH627,1,HH627_1,1,Daughter,14,F,1,5,2,1,0,0,0,0,2,1
HH627,2,HH627_2,1,Daughter,12,F,1,5,2,1,0,0,0,0,2,1
HH627,3,HH627_3,1,Son,10,M,0,5,2,1,0,0,0,0,2,1
HH627,4,HH627_4,1,Daughter,8,F,1,5,2,1,0,0,0,0,2,1
HH627,5,HH627_5,1,Daughter,3,F,1,5,2,1,0,0,0,0,2,1
HH628,1,HH628_1,1,Grandmother,58,F,0,6,2,1,0,0,0,0,2,1
HH628,2,HH628_2,1,Grandfather,61,M,0,6,2,1,0,0,0,0,2,1
HH628,3,HH628_3,1,Sister,13,F,0,6,2,1,0,0,0,0,2,1
HH629,1,HH629_1,1,Husband,67,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH629,2,HH629_2,1,Not related,16,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH629,3,HH629_3,1,Not related,24,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH630,1,HH630_1,1,Husband,53,M,1,5,3,1,0,0,1,0,3,3
HH631,1,HH631_1,1,Mother,42,F,0,5,2,1,0,0,0,0,3,1
HH631,2,HH631_2,1,Father,47,M,0,5,2,1,0,0,0,0,3,1
HH631,3,HH631_3,1,Grandmother,73,F,1,5,2,1,0,0,0,0,3,1
HH631,4,HH631_4,1,Brother,19,M,0,5,2,1,0,0,0,0,3,1
HH631,5,HH631_5,1,Brother,14,M,0,5,2,1,0,0,0,0,3,1
HH631,6,HH631_6,1,Sister,7,F,1,5,2,1,0,0,0,0,3,1
HH631,7,HH631_7,1,Brother,0,M,0,5,2,1,0,0,0,0,3,1
HH631,8,HH631_8,1,Mother,42,F,1,5,2,1,0,0,0,0,3,1
HH631,9,HH631_9,1,Father,47,M,1,5,2,1,0,0,0,0,3,1
HH631,10,HH631_10,1,Sister,18,F,0,5,2,1,0,0,0,0,3,1
HH631,11,HH631_11,1,Brother,19,M,0,5,2,1,0,0,0,0,3,1
HH631,12,HH631_12,1,Brother,14,M,0,5,2,1,0,0,0,0,3,1
HH631,13,HH631_13,1,Sister,7,F,0,5,2,1,0,0,0,0,3,1
HH631,14,HH631_14,1,Grandmother,73,F,0,5,2,1,0,0,0,0,3,1
HH632,1,HH632_1,1,Father,34,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH632,2,HH632_2,1,Brother,9,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH632,3,HH632_3,1,Brother,4,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH632,4,HH632_4,1,Mother,26,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH633,1,HH633_1,1,Husband,64,M,1,4,2,1,0,0,0,0,3,3
HH633,2,HH633_2,1,Nephew,15,M,0,4,2,1,0,0,0,0,3,3
HH633,3,HH633_3,1,Nephew,10,M,0,4,2,1,0,0,0,0,3,3
HH633,4,HH633_4,1,Grandchild,3,F,1,4,2,1,0,0,0,0,3,3
HH633,5,HH633_5,1,Daughter,34,F,0,4,2,1,0,0,0,0,3,3
HH633,6,HH633_6,1,Grandchild,4,M,0,4,2,1,0,0,0,0,3,3
HH633,7,HH633_7,1,Grandchild,1,F,0,4,2,1,0,0,0,0,3,3
HH634,1,HH634_1,1,Father,37,M,0,2,2,1,0,0,0,0,3,3
HH634,2,HH634_2,1,Mother,32,F,0,2,2,1,0,0,0,0,3,3
HH634,3,HH634_3,1,Sister,11,F,1,2,2,1,0,0,0,0,3,3
HH634,4,HH634_4,1,Brother,1,M,0,2,2,1,0,0,0,0,3,3
HH635,1,HH635_1,1,Wife,52,F,1,4,3,1,0,0,0,0,3,3
HH635,2,HH635_2,1,Son,22,M,0,4,3,1,0,0,0,0,3,3
HH635,3,HH635_3,1,Son,16,M,0,4,3,1,0,0,0,0,3,3
HH635,4,HH635_4,1,Son,11,M,0,4,3,1,0,0,0,0,3,3
HH636,1,HH636_1,1,Mother,45,F,1,4,2,1,0,0,0,0,3,3
HH636,2,HH636_2,1,Daughter,15,F,0,4,2,1,0,0,0,0,3,3
HH636,3,HH636_3,1,Son,13,M,0,4,2,1,0,0,0,0,3,3
HH636,4,HH636_4,1,Nephew,3,M,1,4,2,1,0,0,0,0,3,3
HH636,5,HH636_5,1,Son,11,M,0,4,2,1,0,0,0,0,3,3
HH637,1,HH637_1,1,Grandmother,68,F,0,4,2,1,0,0,1,0,3,3
HH637,2,HH637_2,1,Grandfather,71,M,0,4,2,1,0,0,1,0,3,3
HH637,3,HH637_3,1,Mother,43,F,1,4,2,1,0,0,1,0,3,3
HH637,4,HH637_4,1,Brother,21,M,0,4,2,1,0,0,1,0,3,3
HH637,5,HH637_5,1,Son,16,M,0,4,2,1,0,0,1,0,3,3
HH638,1,HH638_1,1,Mother,24,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH638,2,HH638_2,1,Brother,29,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH638,3,HH638_3,1,Brother,7,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH638,4,HH638_4,1,Aunt,18,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH639,1,HH639_1,1,Son,17,M,0,5,2,1,0,0,0,0,3,3
HH640,1,HH640_1,1,Grandfather,55,M,0,5,2,1,0,0,0,0,3,1
HH640,2,HH640_2,1,Grandmother,45,F,0,5,2,1,0,0,0,0,3,1
HH640,3,HH640_3,1,Mother,22,F,1,5,2,1,0,0,0,0,3,1
HH640,4,HH640_4,1,Brother,4,M,0,5,2,1,0,0,0,0,3,1
HH640,5,HH640_5,1,Sister,13,F,0,5,2,1,0,0,0,0,3,1
HH640,6,HH640_6,1,Sister,11,F,0,5,2,1,0,0,0,0,3,1
HH640,7,HH640_7,1,Brother,NA,M,0,5,2,1,0,0,0,0,3,1
HH640,8,HH640_8,1,Sister,5,F,0,5,2,1,0,0,0,0,3,1
HH640,9,HH640_9,1,Brother,7,M,0,5,2,1,0,0,0,0,3,1
HH641,1,HH641_1,1,Brother,25,M,0,4,2,1,0,0,0,0,3,3
HH641,2,HH641_2,1,Mother,56,F,0,4,2,1,0,0,0,0,3,3
HH641,3,HH641_3,1,Aunt,24,F,0,4,2,1,0,0,0,0,3,3
HH641,4,HH641_4,1,Daughter-in-law,1,F,0,4,2,1,0,0,0,0,3,3
HH642,1,HH642_1,1,Sister,3,F,0,6,2,1,0,0,1,0,3,3
HH642,2,HH642_2,1,Mother,27,F,0,6,2,1,0,0,1,0,3,3
HH642,3,HH642_3,1,Father,28,M,0,6,2,1,0,0,1,0,3,3
HH643,1,HH643_1,1,Son,25,M,0,5,2,1,0,0,0,0,3,3
HH643,2,HH643_2,1,Daughter-in-law,19,F,0,5,2,1,0,0,0,0,3,3
HH643,3,HH643_3,1,Son,19,M,0,5,2,1,0,0,0,0,3,3
HH643,4,HH643_4,1,Niece,13,F,0,5,2,1,0,0,0,0,3,3
HH643,5,HH643_5,1,Mother,49,F,0,5,2,1,0,0,0,0,3,3
HH643,6,HH643_6,1,Aunt,19,F,0,5,2,1,0,0,0,0,3,3
HH643,7,HH643_7,1,Sister,13,F,0,5,2,1,0,0,0,0,3,3
HH643,8,HH643_8,1,Brother,25,M,0,5,2,1,0,0,0,0,3,3
HH644,1,HH644_1,1,Grandfather,51,M,1,5,3,1,0,0,0,0,3,1
HH644,2,HH644_2,1,Grandmother,48,F,1,5,3,1,0,0,0,0,3,1
HH644,3,HH644_3,1,Sister,9,F,1,5,3,1,0,0,0,0,3,1
HH644,4,HH644_4,1,Uncle,22,M,1,5,3,1,0,0,0,0,3,1
HH645,1,HH645_1,1,Mother,57,F,0,5,2,1,0,0,0,0,2,1
HH645,2,HH645_2,1,Brother,28,M,1,5,2,1,0,0,0,0,2,1
HH646,1,HH646_1,1,Father,50,M,0,5,3,1,0,0,0,0,2,1
HH646,2,HH646_2,1,Mother,45,F,0,5,3,1,0,0,0,0,2,1
HH646,3,HH646_3,1,Brother,23,M,0,5,3,1,0,0,0,0,2,1
HH646,4,HH646_4,1,Brother,11,M,0,5,3,1,0,0,0,0,2,1
HH646,5,HH646_5,1,Daughter-in-law,21,F,0,5,3,1,0,0,0,0,2,1
HH646,6,HH646_6,1,Sister,13,F,1,5,3,1,0,0,0,0,2,1
HH646,7,HH646_7,1,Nephew,1,M,0,5,3,1,0,0,0,0,2,1
HH646,8,HH646_8,1,Sister,3,F,0,5,3,1,0,0,0,0,2,1
HH647,1,HH647_1,1,Daughter,17,F,1,4,2,1,0,0,0,0,2,3
HH647,2,HH647_2,1,Daughter,12,F,1,4,2,1,0,0,0,0,2,3
HH647,3,HH647_3,1,Daughter,7,F,1,4,2,1,0,0,0,0,2,3
HH647,4,HH647_4,1,Daughter,0,F,1,4,2,1,0,0,0,0,2,3
HH647,5,HH647_5,1,Mother,29,F,1,4,2,1,0,0,0,0,2,3
HH647,6,HH647_6,1,Sister,17,F,1,4,2,1,0,0,0,0,2,3
HH647,7,HH647_7,1,Sister,12,F,1,4,2,1,0,0,0,0,2,3
HH647,8,HH647_8,1,Sister,7,F,1,4,2,1,0,0,0,0,2,3
HH648,1,HH648_1,1,Husband,58,M,1,5,2,1,0,0,1,0,3,3
HH648,2,HH648_2,1,Grandmother,91,F,0,5,2,1,0,0,1,0,3,3
HH648,3,HH648_3,1,Daughter-in-law,27,F,0,5,2,1,0,0,1,0,3,3
HH648,4,HH648_4,1,Grandchild,3,M,0,5,2,1,0,0,1,0,3,3
HH648,5,HH648_5,1,Grandchild,0,F,0,5,2,1,0,0,1,0,3,3
HH648,6,HH648_6,1,Son,16,M,0,5,2,1,0,0,1,0,3,3
HH648,7,HH648_7,1,Daughter,9,F,0,5,2,1,0,0,1,0,3,3
HH648,8,HH648_8,1,Mother,26,F,1,5,2,1,0,0,1,0,3,3
HH648,9,HH648_9,1,Father,27,M,1,5,2,1,0,0,1,0,3,3
HH648,10,HH648_10,1,Brother,2,M,1,5,2,1,0,0,1,0,3,3
HH648,11,HH648_11,1,Aunt,8,F,0,5,2,1,0,0,1,0,3,3
HH648,12,HH648_12,1,Uncle,16,M,0,5,2,1,0,0,1,0,3,3
HH648,13,HH648_13,1,Grandmother,47,F,0,5,2,1,0,0,1,0,3,3
HH648,14,HH648_14,1,Grandfather,58,M,0,5,2,1,0,0,1,0,3,3
HH648,15,HH648_15,1,other relative,95,F,0,5,2,1,0,0,1,0,3,3
HH649,1,HH649_1,1,Mother,63,F,0,5,2,2,0,0,1,0,3,3
HH649,2,HH649_2,1,Daughter,7,F,0,5,2,2,0,0,1,0,3,3
HH650,1,HH650_1,1,Daughter-in-law,19,F,0,5,3,1,0,0,0,0,3,2
HH651,1,HH651_1,1,Father,29,M,1,5,3,1,0,0,1,0,2,1
HH651,2,HH651_2,1,Mother,26,F,1,5,3,1,0,0,1,0,2,1
HH651,3,HH651_3,1,Brother,8,M,0,5,3,1,0,0,1,0,2,1
HH652,1,HH652_1,1,Mother,29,F,1,2,2,1,0,0,0,0,2,1
HH652,2,HH652_2,1,Father,36,M,1,2,2,1,0,0,0,0,2,1
HH652,3,HH652_3,1,Brother,7,M,0,2,2,1,0,0,0,0,2,1
HH652,4,HH652_4,1,Sister,9,F,0,2,2,1,0,0,0,0,2,1
HH653,1,HH653_1,1,Mother,38,F,0,4,2,1,0,0,0,0,2,1
HH653,2,HH653_2,1,Brother,15,M,0,4,2,1,0,0,0,0,2,1
HH653,3,HH653_3,1,Brother,12,M,0,4,2,1,0,0,0,0,2,1
HH653,4,HH653_4,1,Sister,6,F,1,4,2,1,0,0,0,0,2,1
HH653,5,HH653_5,1,Brother,6,M,0,4,2,1,0,0,0,0,2,1
HH654,1,HH654_1,1,Wife,45,F,1,5,2,1,0,0,1,0,3,3
HH654,2,HH654_2,1,Sister,30,F,0,5,2,1,0,0,1,0,3,3
HH654,3,HH654_3,1,Daughter,9,F,0,5,2,1,0,0,1,0,3,3
HH654,4,HH654_4,1,Son,16,M,0,5,2,1,0,0,1,0,3,3
HH655,1,HH655_1,1,Mother,38,F,0,4,2,1,0,0,0,0,3,1
HH655,2,HH655_2,1,Father,42,M,1,4,2,1,0,0,0,0,3,1
HH655,3,HH655_3,1,Brother,16,M,0,4,2,1,0,0,0,0,3,1
HH655,4,HH655_4,1,Sister,12,F,0,4,2,1,0,0,0,0,3,1
HH655,5,HH655_5,1,Sister,7,F,0,4,2,1,0,0,0,0,3,1
HH655,6,HH655_6,1,Brother,7,M,0,4,2,1,0,0,0,0,3,1
HH656,1,HH656_1,1,Mother,42,F,1,4,2,1,0,0,1,0,3,3
HH656,2,HH656_2,1,Father,43,M,1,4,2,1,0,0,1,0,3,3
HH656,3,HH656_3,1,Sister,3,F,1,4,2,1,0,0,1,0,3,3
HH657,1,HH657_1,1,Grandmother,62,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH657,2,HH657_2,1,Mother,32,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH657,3,HH657_3,1,Father,42,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH657,4,HH657_4,1,Sister,17,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH657,5,HH657_5,1,Brother,15,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH657,6,HH657_6,1,Brother,6,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH658,1,HH658_1,1,Father,38,M,0,4,2,1,0,0,0,0,3,3
HH658,2,HH658_2,1,Mother,31,F,0,4,2,1,0,0,0,0,3,3
HH658,3,HH658_3,1,Brother,13,M,0,4,2,1,0,0,0,0,3,3
HH658,4,HH658_4,1,Sister,3,F,1,4,2,1,0,0,0,0,3,3
HH659,1,HH659_1,1,Uncle,19,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH659,2,HH659_2,1,Aunt,18,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH659,3,HH659_3,1,Grandmother,42,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH659,4,HH659_4,1,Mother,27,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH659,5,HH659_5,1,Father,28,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH659,6,HH659_6,1,Cousin,2,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH660,1,HH660_1,1,Mother,18,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH660,2,HH660_2,1,Father,22,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH660,3,HH660_3,1,Grandfather,64,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH660,4,HH660_4,1,Grandmother,50,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH660,5,HH660_5,1,Uncle,18,M,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH660,6,HH660_6,1,Brother,3,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH660,7,HH660_7,1,Aunt,32,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH661,1,HH661_1,1,Father,31,M,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH661,2,HH661_2,1,Mother,27,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH661,3,HH661_3,1,Sister,8,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH661,4,HH661_4,1,Sister,3,F,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HH662,1,HH662_1,1,Husband,22,M,1,5,2,1,0,0,1,0,3,3
HH662,2,HH662_2,1,Aunt,38,F,0,5,2,1,0,0,1,0,3,3
HH662,3,HH662_3,1,Aunt,14,F,0,5,2,1,0,0,1,0,3,3
HH662,4,HH662_4,1,Uncle,14,M,0,5,2,1,0,0,1,0,3,3
HH662,5,HH662_5,1,Uncle,9,M,0,5,2,1,0,0,1,0,3,3
HH662,6,HH662_6,1,Uncle,17,M,0,5,2,1,0,0,1,0,3,3
HH662,7,HH662_7,1,Uncle,14,M,0,5,2,1,0,0,1,0,3,3
HH662,8,HH662_8,1,Mother,19,F,1,5,2,1,0,0,1,0,3,3
